gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,associate's degree,standard,completed,68,63,62
male,group E,bachelor's degree,standard,none,82,73,73
female,group E,some college,free/reduced,none,61,67,69
male,group E,some high school,free/reduced,none,90,77,64
male,group C,some college,standard,none,55,57,47
female,group A,some high school,standard,none,32,37,33
male,group E,some high school,standard,none,78,64,61
male,group D,high school,standard,completed,69,71,72
female,group C,some high school,standard,none,49,59,54
male,group B,master's degree,standard,none,61,55,48
female,group C,associate's degree,standard,none,71,74,80
female,group D,associate's degree,free/reduced,none,48,54,57
female,group D,bachelor's degree,standard,completed,75,83,87
male,group A,some high school,standard,completed,64,52,59
female,group D,bachelor's degree,standard,none,85,97,98
male,group B,associate's degree,free/reduced,none,57,57,58
female,group E,high school,standard,completed,67,76,74
female,group B,high school,standard,completed,59,70,67
male,group B,some college,free/reduced,none,33,29,26
male,group C,some college,standard,completed,93,82,84
female,group B,bachelor's degree,standard,none,66,68,67
female,group C,associate's degree,standard,none,61,65,67
female,group B,high school,standard,completed,73,84,86
male,group E,high school,standard,none,63,54,46
male,group D,bachelor's degree,free/reduced,none,57,54,53
female,group C,some high school,standard,none,52,63,60
female,group D,some college,standard,completed,74,90,92
female,group E,some high school,standard,none,98,88,92
female,group D,some college,standard,none,82,96,95
male,group C,some college,standard,none,77,64,62
male,group B,some high school,free/reduced,none,20,21,19
female,group B,some college,standard,none,53,58,61
female,group D,some college,standard,none,67,82,80
female,group B,high school,standard,completed,83,95,100
female,group E,some college,standard,completed,92,97,93
male,group C,high school,standard,none,64,59,58
male,group C,high school,standard,none,76,65,55
female,group C,some college,standard,none,76,78,76
female,group D,associate's degree,standard,none,72,84,87
female,group B,bachelor's degree,standard,completed,74,87,87
male,group C,associate's degree,standard,completed,74,69,77
female,group B,some high school,free/reduced,completed,57,58,61
female,group B,master's degree,standard,completed,80,92,93
male,group C,some high school,free/reduced,none,73,73,68
male,group B,associate's degree,standard,completed,63,72,65
male,group C,some high school,free/reduced,completed,68,63,62
female,group E,high school,free/reduced,none,45,56,55
female,group C,some high school,standard,completed,89,98,95
female,group C,high school,standard,none,62,68,73
female,group D,associate's degree,free/reduced,none,66,84,75
male,group A,some high school,standard,none,37,37,30
male,group A,some high school,free/reduced,none,56,54,52
female,group C,high school,standard,none,70,75,75
male,group E,bachelor's degree,free/reduced,none,73,64,63
male,group C,master's degree,standard,none,91,77,84
male,group B,some college,standard,none,85,84,81
male,group D,some college,standard,none,84,84,82
female,group A,some college,standard,none,48,55,53
female,group D,some high school,standard,none,64,59,59
female,group B,some college,standard,none,57,66,60
female,group D,some college,standard,none,72,68,70
male,group D,high school,standard,completed,90,85,82
male,group D,associate's degree,free/reduced,completed,58,55,54
male,group B,some college,standard,completed,81,75,79
female,group D,associate's degree,free/reduced,completed,40,53,56
male,group D,high school,standard,completed,52,55,46
female,group A,some college,standard,completed,77,87,86
female,group B,high school,free/reduced,none,57,64,60
male,group E,some high school,standard,none,46,39,39
female,group C,some college,standard,completed,86,93,97
male,group E,some high school,standard,none,95,93,86
male,group E,some college,standard,completed,91,92,85
female,group D,high school,free/reduced,completed,80,89,89
female,group B,some high school,free/reduced,completed,60,62,61
female,group C,high school,free/reduced,none,66,78,76
female,group B,high school,standard,none,69,82,78
female,group E,high school,standard,completed,98,93,100
female,group C,some college,standard,completed,69,80,84
male,group E,bachelor's degree,standard,none,94,78,76
female,group D,master's degree,standard,none,77,84,92
female,group D,associate's degree,standard,completed,80,80,83
female,group C,bachelor's degree,free/reduced,completed,78,96,100
male,group B,some college,standard,none,68,61,52
female,group D,some college,standard,completed,77,88,94
female,group D,bachelor's degree,free/reduced,none,57,71,69
female,group C,bachelor's degree,standard,none,69,83,81
female,group D,bachelor's degree,standard,none,77,83,84
male,group C,some high school,standard,completed,61,65,65
female,group A,high school,standard,none,47,58,59
male,group C,bachelor's degree,standard,none,78,82,68
female,group B,some high school,free/reduced,completed,25,36,46
female,group E,some college,standard,completed,50,52,59
female,group C,bachelor's degree,free/reduced,none,61,71,72
female,group D,high school,standard,none,86,84,84
male,group B,high school,free/reduced,completed,68,71,62
female,group C,some high school,standard,none,56,57,54
female,group C,associate's degree,free/reduced,none,79,85,82
female,group E,bachelor's degree,standard,completed,85,87,92
female,group E,associate's degree,standard,completed,77,94,98
male,group D,some high school,free/reduced,completed,62,59,54
female,group E,high school,standard,none,100,100,97
male,group B,bachelor's degree,standard,none,84,78,71
female,group C,some high school,free/reduced,completed,41,54,55
male,group E,associate's degree,standard,none,100,92,89
female,group B,bachelor's degree,standard,none,43,48,56
female,group E,some high school,standard,none,68,74,70
male,group D,some high school,standard,completed,88,92,87
female,group C,high school,standard,none,51,60,65
female,group A,some high school,standard,none,39,57,54
female,group A,some college,standard,completed,56,60,66
female,group C,high school,free/reduced,none,71,74,75
male,group C,some college,standard,none,32,26,28
female,group D,some college,standard,none,78,94,95
female,group D,some college,standard,none,76,82,88
male,group C,high school,standard,none,77,71,67
male,group E,associate's degree,free/reduced,none,77,66,59
female,group C,high school,standard,none,53,70,71
female,group B,some college,standard,none,61,75,72
male,group C,associate's degree,standard,none,32,47,40
female,group C,some college,free/reduced,completed,52,68,64
female,group B,bachelor's degree,free/reduced,completed,70,89,90
female,group C,some high school,free/reduced,none,66,90,80
female,group B,high school,free/reduced,none,41,55,44
female,group C,high school,standard,completed,70,80,79
male,group D,some high school,free/reduced,none,76,78,76
female,group C,some college,free/reduced,none,69,81,80
male,group C,high school,standard,none,56,50,48
female,group C,some college,standard,completed,80,88,94
female,group E,some college,standard,completed,74,81,86
male,group C,high school,standard,completed,84,78,79
male,group C,some high school,free/reduced,none,73,64,57
male,group B,some high school,standard,completed,87,82,85
male,group B,some college,free/reduced,none,52,54,57
male,group D,some college,standard,completed,67,65,69
female,group C,some high school,standard,none,65,69,63
female,group C,some high school,free/reduced,none,54,68,64
male,group C,master's degree,standard,completed,72,68,77
male,group D,associate's degree,standard,none,88,80,80
female,group B,some college,free/reduced,none,42,48,49
female,group D,associate's degree,standard,none,72,79,74
female,group C,associate's degree,free/reduced,completed,59,72,76
female,group D,high school,standard,none,65,81,75
male,group D,associate's degree,standard,none,69,61,61
female,group D,high school,standard,completed,86,92,100
male,group D,some high school,standard,none,77,60,64
male,group B,master's degree,free/reduced,completed,58,50,53
male,group D,high school,standard,none,66,59,59
female,group B,master's degree,free/reduced,completed,61,80,80
male,group B,associate's degree,standard,none,76,67,66
male,group B,some high school,free/reduced,completed,65,69,70
male,group C,bachelor's degree,standard,completed,92,83,86
female,group C,associate's degree,free/reduced,none,51,58,64
female,group D,some high school,standard,completed,69,85,81
female,group B,high school,standard,none,80,89,83
male,group B,associate's degree,free/reduced,none,60,71,63
female,group B,some college,standard,none,64,79,78
female,group B,some high school,standard,none,43,55,54
male,group D,high school,standard,completed,82,84,87
female,group B,associate's degree,standard,none,59,74,67
female,group C,master's degree,free/reduced,completed,58,80,79
female,group C,some high school,standard,none,70,85,84
female,group B,some college,standard,none,46,54,55
female,group E,associate's degree,free/reduced,none,81,99,89
male,group B,some college,standard,none,75,68,64
female,group D,high school,standard,none,50,69,58
male,group D,bachelor's degree,free/reduced,none,57,50,52
male,group C,bachelor's degree,free/reduced,none,65,73,66
female,group E,associate's degree,standard,completed,93,100,100
male,group D,bachelor's degree,free/reduced,completed,80,77,79
male,group E,high school,free/reduced,none,69,62,56
female,group C,associate's degree,standard,none,77,82,86
female,group B,associate's degree,standard,completed,76,73,81
female,group B,high school,free/reduced,none,56,64,60
male,group D,high school,standard,none,91,82,83
male,group D,some high school,standard,none,59,63,61
female,group D,some college,free/reduced,none,45,57,55
female,group C,associate's degree,standard,completed,71,87,80
female,group E,high school,standard,none,53,60,54
male,group D,some college,standard,none,81,72,70
male,group E,some college,standard,completed,60,57,53
male,group B,some college,standard,none,87,80,80
female,group C,high school,standard,completed,77,88,90
male,group D,associate's degree,standard,none,85,85,79
male,group D,some college,standard,completed,53,41,46
female,group B,associate's degree,standard,completed,60,67,72
male,group E,master's degree,free/reduced,none,76,75,68
female,group C,high school,standard,none,69,78,81
female,group C,some high school,standard,none,43,56,52
female,group C,high school,standard,completed,50,58,63
female,group E,high school,standard,none,88,98,96
male,group E,some high school,free/reduced,none,71,54,48
female,group E,associate's degree,free/reduced,completed,65,73,69
male,group B,high school,standard,completed,77,86,78
male,group C,high school,standard,completed,90,92,87
female,group C,bachelor's degree,free/reduced,none,56,72,66
female,group C,some college,free/reduced,none,62,77,69
male,group A,high school,standard,none,70,69,68
male,group E,high school,free/reduced,none,55,49,44
female,group E,high school,standard,completed,100,97,100
male,group D,some high school,standard,none,82,85,81
male,group D,master's degree,free/reduced,none,44,39,40
male,group C,some high school,standard,completed,74,76,68
male,group B,some college,free/reduced,completed,36,31,35
female,group D,some high school,free/reduced,completed,55,71,69
female,group C,associate's degree,standard,none,81,93,91
female,group A,some high school,free/reduced,none,26,34,32
male,group C,high school,standard,none,84,76,73
male,group C,some high school,free/reduced,none,42,47,40
male,group A,high school,standard,completed,76,67,68
male,group D,some high school,standard,none,65,60,59
male,group D,some college,standard,completed,92,100,98
male,group B,associate's degree,standard,none,73,70,67
male,group B,bachelor's degree,standard,none,84,89,84
male,group C,some college,standard,none,79,68,58
female,group C,some high school,standard,none,31,38,37
female,group B,some college,standard,completed,74,80,84
male,group C,associate's degree,standard,none,66,66,59
male,group D,associate's degree,free/reduced,none,70,62,64
male,group B,some high school,standard,completed,56,61,59
female,group E,some high school,standard,none,78,86,85
female,group E,bachelor's degree,standard,none,93,99,93
female,group C,some high school,free/reduced,none,21,39,29
female,group C,bachelor's degree,standard,completed,72,81,83
female,group D,bachelor's degree,free/reduced,none,59,68,65
female,group C,associate's degree,standard,none,75,77,81
female,group B,master's degree,free/reduced,none,78,92,89
male,group D,high school,standard,completed,80,72,76
male,group D,some high school,free/reduced,none,43,40,39
female,group D,high school,free/reduced,completed,58,67,72
male,group C,bachelor's degree,standard,none,76,67,65
male,group B,some college,standard,none,73,69,66
male,group C,bachelor's degree,free/reduced,none,57,54,50
male,group C,bachelor's degree,standard,none,75,74,70
male,group C,some college,standard,none,67,65,58
female,group C,some high school,free/reduced,completed,66,82,87
female,group E,bachelor's degree,standard,none,76,79,80
female,group D,some college,standard,none,79,77,82
male,group A,bachelor's degree,standard,completed,68,72,74
female,group D,bachelor's degree,standard,none,64,69,61
male,group C,bachelor's degree,standard,none,100,91,90
female,group B,some high school,free/reduced,none,69,73,72
female,group C,some high school,standard,completed,88,90,96
male,group D,high school,standard,none,70,79,70
male,group C,high school,free/reduced,none,64,67,55
female,group A,some high school,standard,none,75,84,84
female,group D,bachelor's degree,standard,none,64,77,77
male,group C,some college,standard,completed,90,79,78
female,group D,some college,free/reduced,none,46,51,46
female,group D,bachelor's degree,standard,completed,62,76,73
male,group E,some high school,standard,completed,95,81,79
female,group B,some college,standard,none,63,69,63
male,group D,associate's degree,standard,none,81,83,78
female,group B,some college,free/reduced,none,59,82,76
female,group C,master's degree,standard,none,58,70,70
male,group B,associate's degree,free/reduced,none,54,53,46
male,group C,master's degree,standard,none,71,66,58
female,group C,master's degree,standard,none,56,74,74
male,group E,some high school,free/reduced,none,84,79,78
female,group C,bachelor's degree,standard,none,68,80,77
male,group D,high school,standard,completed,100,95,92
male,group B,some college,standard,none,74,66,62
female,group C,bachelor's degree,standard,none,68,82,77
female,group D,master's degree,free/reduced,completed,81,92,99
male,group A,high school,standard,none,55,53,45
female,group B,bachelor's degree,free/reduced,none,70,76,76
female,group C,associate's degree,standard,none,69,91,78
male,group C,some high school,standard,none,87,85,78
male,group D,some college,standard,completed,72,69,72
male,group A,associate's degree,standard,completed,70,61,66
female,group D,some high school,standard,completed,58,64,61
male,group B,some college,standard,none,72,71,68
female,group D,some high school,standard,none,67,62,65
male,group D,some high school,standard,completed,72,64,64
female,group D,high school,standard,completed,60,65,67
female,group D,associate's degree,standard,none,85,81,88
female,group A,associate's degree,standard,none,64,59,63
female,group D,high school,standard,none,67,73,69
male,group D,bachelor's degree,free/reduced,completed,69,60,64
female,group C,associate's degree,standard,none,78,89,80
male,group C,high school,standard,none,72,72,67
female,group E,some college,standard,completed,80,82,82
female,group B,some high school,standard,none,39,47,49
male,group D,some college,standard,none,86,75,75
female,group D,associate's degree,free/reduced,completed,80,100,100
female,group B,high school,standard,completed,52,76,71
male,group C,associate's degree,standard,completed,85,79,76
female,group C,high school,standard,completed,83,92,94
female,group C,master's degree,standard,none,63,73,75
male,group D,some high school,standard,none,77,57,58
male,group C,some high school,free/reduced,none,47,60,46
male,group C,some high school,free/reduced,completed,63,70,70
male,group D,some college,standard,none,84,89,84
male,group B,master's degree,free/reduced,none,48,48,44
male,group A,associate's degree,standard,completed,85,89,88
female,group E,high school,free/reduced,none,63,67,68
female,group E,bachelor's degree,free/reduced,completed,91,98,100
male,group C,bachelor's degree,free/reduced,completed,89,98,96
female,group E,high school,free/reduced,none,66,72,62
female,group C,some college,standard,none,53,60,60
male,group C,master's degree,standard,completed,99,96,97
female,group D,some high school,standard,none,71,77,84
female,group C,master's degree,standard,none,69,77,84
male,group D,some high school,standard,completed,94,90,91
male,group D,some high school,standard,none,73,71,61
male,group D,high school,standard,none,85,73,77
female,group D,high school,standard,completed,73,86,92
female,group C,some high school,standard,completed,71,77,84
male,group E,some college,standard,none,51,50,42
female,group C,master's degree,standard,none,74,85,80
female,group C,associate's degree,standard,none,58,64,71
male,group D,high school,free/reduced,none,67,66,67
male,group C,some high school,standard,none,66,57,59
male,group A,some college,standard,none,65,65,56
male,group B,associate's degree,standard,none,55,61,55
female,group B,associate's degree,standard,none,61,66,71
male,group C,high school,standard,none,58,39,38
female,group D,some college,standard,none,48,47,52
male,group A,some high school,free/reduced,none,62,66,53
female,group B,high school,free/reduced,none,46,58,59
female,group C,bachelor's degree,free/reduced,none,62,73,75
female,group C,some high school,standard,none,48,45,43
male,group C,high school,standard,completed,73,69,70
male,group B,some high school,free/reduced,none,72,63,67
female,group C,some college,standard,none,77,84,86
female,group C,associate's degree,standard,completed,78,93,98
male,group C,high school,standard,none,70,66,62
male,group C,associate's degree,standard,none,70,70,67
female,group D,high school,standard,none,89,88,85
female,group D,high school,free/reduced,none,40,50,52
female,group E,master's degree,free/reduced,none,78,94,81
female,group D,master's degree,standard,completed,59,69,72
male,group E,some college,free/reduced,completed,74,69,64
male,group E,high school,free/reduced,none,83,78,71
female,group D,some college,standard,none,50,55,66
female,group C,some high school,standard,none,85,88,85
male,group D,high school,standard,none,75,66,71
male,group B,associate's degree,standard,none,58,48,47
female,group D,master's degree,free/reduced,completed,77,82,83
male,group D,some college,free/reduced,none,70,63,63
male,group A,associate's degree,free/reduced,none,67,67,60
female,group D,associate's degree,free/reduced,completed,66,69,71
female,group E,bachelor's degree,free/reduced,none,66,77,75
male,group A,high school,standard,none,79,70,73
male,group D,high school,standard,none,73,67,69
male,group E,bachelor's degree,standard,completed,98,91,86
female,group B,some high school,standard,none,64,68,63
female,group B,some college,free/reduced,completed,72,89,96
male,group B,some high school,free/reduced,none,62,69,60
male,group D,some college,standard,none,83,79,80
male,group C,some college,standard,none,74,77,65
male,group A,master's degree,free/reduced,none,87,83,76
male,group D,some college,standard,none,61,49,52
male,group D,some college,standard,none,75,71,78
male,group C,some college,standard,completed,58,59,64
female,group E,some college,standard,none,82,79,75
male,group A,high school,free/reduced,none,58,61,59
female,group B,associate's degree,standard,completed,79,85,84
female,group A,some college,free/reduced,completed,60,65,75
male,group C,some college,standard,completed,72,75,71
female,group C,some college,standard,none,80,93,94
female,group C,some college,standard,completed,51,70,73
female,group B,high school,standard,none,54,64,60
male,group A,some high school,standard,completed,44,51,47
female,group D,bachelor's degree,standard,completed,98,100,100
female,group D,master's degree,standard,completed,74,79,85
male,group C,high school,standard,none,76,82,78
male,group E,some college,free/reduced,completed,65,68,64
male,group A,high school,free/reduced,none,30,44,31
male,group B,some college,standard,none,75,75,67
female,group E,some high school,standard,none,71,79,74
female,group C,high school,free/reduced,none,45,64,59
female,group D,some high school,free/reduced,none,63,66,69
female,group C,high school,standard,none,69,80,74
male,group B,some high school,standard,completed,56,57,51
male,group C,some high school,free/reduced,none,43,37,37
female,group C,high school,standard,completed,81,80,88
female,group E,bachelor's degree,standard,none,79,83,84
male,group D,some college,free/reduced,completed,81,84,84
male,group A,master's degree,standard,completed,97,99,99
female,group C,some high school,standard,completed,44,58,56
female,group D,some college,standard,none,81,83,83
female,group C,master's degree,standard,none,84,85,84
male,group C,some college,free/reduced,completed,70,54,55
female,group C,master's degree,standard,completed,86,100,100
male,group E,some high school,standard,none,71,70,62
male,group C,high school,free/reduced,none,61,58,48
female,group A,some high school,standard,none,64,68,71
female,group D,some college,standard,completed,99,100,100
male,group D,some high school,standard,completed,60,64,62
female,group A,some high school,standard,completed,63,80,74
female,group B,some high school,standard,none,56,62,58
female,group B,high school,free/reduced,none,72,80,80
female,group A,some high school,free/reduced,completed,65,88,87
female,group E,some high school,standard,completed,64,77,78
female,group D,bachelor's degree,standard,none,68,79,75
male,group D,associate's degree,standard,none,48,45,45
male,group B,some college,standard,none,68,57,57
female,group D,some college,standard,completed,75,89,92
male,group C,high school,free/reduced,none,78,75,77
male,group E,some college,free/reduced,completed,65,62,62
female,group E,high school,free/reduced,none,58,60,66
female,group D,some high school,standard,completed,79,83,87
male,group E,some high school,standard,none,74,63,60
female,group B,high school,free/reduced,none,32,47,43
female,group E,some high school,standard,completed,91,96,96
female,group D,high school,standard,none,63,72,64
male,group E,associate's degree,standard,none,72,60,60
female,group C,some high school,free/reduced,none,67,69,70
female,group C,high school,free/reduced,completed,60,69,76
male,group C,some high school,standard,none,61,60,56
female,group B,some college,standard,completed,61,71,75
male,group D,bachelor's degree,standard,none,76,77,72
female,group B,some high school,standard,none,53,71,66
female,group A,some college,free/reduced,none,26,45,42
female,group A,high school,standard,none,74,87,78
female,group B,high school,standard,none,68,84,83
female,group C,some high school,standard,none,76,79,78
female,group C,some high school,free/reduced,none,33,41,41
female,group D,master's degree,standard,none,100,97,100
male,group D,high school,free/reduced,completed,82,77,82
female,group D,some college,standard,none,64,77,80
male,group E,high school,standard,none,100,91,88
male,group A,associate's degree,standard,none,88,90,86
male,group C,associate's degree,free/reduced,none,48,45,37
female,group C,some high school,standard,none,65,65,63
female,group A,bachelor's degree,free/reduced,completed,63,61,71
female,group B,high school,free/reduced,none,25,42,31
male,group D,high school,standard,none,71,65,58
female,group B,associate's degree,free/reduced,none,58,62,58
female,group C,master's degree,standard,none,80,86,80
male,group E,associate's degree,free/reduced,completed,70,77,73
female,group B,associate's degree,free/reduced,none,48,47,58
male,group B,associate's degree,standard,none,71,60,52
female,group D,some high school,standard,completed,64,77,78
female,group D,associate's degree,standard,none,62,79,76
male,group C,some college,standard,completed,79,72,76
male,group B,some college,free/reduced,none,54,55,53
male,group D,some high school,free/reduced,none,76,80,70
female,group C,associate's degree,standard,none,62,68,66
male,group C,some college,standard,none,80,76,70
female,group B,some high school,free/reduced,none,45,54,54
female,group E,associate's degree,standard,none,84,81,81
female,group C,bachelor's degree,standard,none,82,91,90
male,group B,some high school,free/reduced,none,46,55,53
female,group D,some high school,standard,none,51,54,56
female,group D,associate's degree,standard,none,65,78,73
male,group B,associate's degree,standard,none,66,64,54
male,group A,high school,standard,completed,58,65,64
male,group D,high school,free/reduced,none,80,87,78
male,group E,some college,standard,none,86,84,81
male,group E,some college,standard,none,100,98,90
female,group E,high school,standard,none,87,97,93
female,group C,associate's degree,standard,none,89,92,92
male,group B,high school,standard,none,58,64,54
male,group D,associate's degree,standard,none,81,78,76
male,group A,some college,free/reduced,none,67,69,65
female,group C,associate's degree,free/reduced,completed,80,88,91
female,group D,some college,standard,none,55,64,66
female,group C,some high school,free/reduced,none,44,59,54
male,group C,high school,free/reduced,completed,65,76,68
female,group B,master's degree,free/reduced,none,61,70,66
female,group A,bachelor's degree,standard,none,63,78,79
female,group B,high school,free/reduced,completed,48,50,58
male,group D,master's degree,standard,completed,87,81,83
male,group B,high school,standard,none,45,46,38
female,group C,some high school,standard,completed,81,83,89
female,group D,bachelor's degree,standard,none,84,84,84
male,group C,some college,standard,none,79,82,75
female,group C,some college,free/reduced,none,57,62,57
male,group B,high school,standard,none,80,69,63
male,group B,high school,free/reduced,none,66,61,61
female,group B,associate's degree,standard,none,78,86,87
male,group D,bachelor's degree,free/reduced,none,66,54,51
male,group D,high school,standard,none,60,52,46
male,group E,some high school,standard,none,75,61,57
female,group C,some college,free/reduced,completed,67,87,91
female,group C,some college,free/reduced,completed,50,71,70
male,group B,some college,standard,completed,67,73,75
male,group D,high school,standard,completed,75,75,69
male,group A,some high school,free/reduced,completed,65,70,67
male,group C,high school,standard,completed,69,62,60
female,group A,associate's degree,standard,none,62,80,72
male,group C,some college,free/reduced,none,35,31,30
male,group E,some high school,standard,completed,77,70,66
female,group D,associate's degree,standard,none,75,79,81
female,group D,some college,standard,completed,93,100,100
female,group D,bachelor's degree,standard,none,58,69,72
male,group D,some high school,standard,none,60,48,47
male,group C,some high school,free/reduced,none,55,58,57
female,group C,high school,standard,completed,81,81,84
female,group B,master's degree,standard,none,72,94,80
male,group A,associate's degree,standard,none,67,59,53
female,group D,some college,free/reduced,none,54,74,71
male,group D,some college,free/reduced,completed,71,73,76
male,group D,bachelor's degree,standard,none,100,100,97
female,group C,associate's degree,standard,completed,91,100,100
male,group D,some college,free/reduced,none,51,50,46
male,group C,high school,standard,none,73,60,62
female,group B,some high school,standard,none,58,72,70
female,group C,high school,standard,none,87,85,87
male,group D,some high school,free/reduced,none,48,44,45
female,group D,some high school,free/reduced,completed,43,60,65
female,group C,associate's degree,standard,completed,85,95,100
male,group C,master's degree,standard,none,77,68,70
female,group D,high school,standard,completed,76,98,94
male,group E,some college,standard,none,96,86,85
female,group C,some college,free/reduced,none,38,44,50
male,group D,some high school,free/reduced,none,41,43,34
male,group A,some college,standard,completed,95,99,93
male,group D,high school,standard,none,82,80,75
male,group A,bachelor's degree,free/reduced,none,58,60,52
female,group E,some high school,standard,none,61,75,70
female,group C,bachelor's degree,standard,completed,47,53,67
female,group B,high school,standard,completed,72,83,81
female,group B,high school,standard,completed,76,70,81
female,group C,master's degree,standard,completed,76,93,93
female,group C,some high school,free/reduced,completed,39,53,56
female,group E,associate's degree,standard,completed,89,88,90
male,group C,bachelor's degree,standard,completed,92,96,90
female,group C,high school,standard,none,43,41,39
male,group E,high school,standard,none,64,58,54
male,group B,associate's degree,free/reduced,none,63,60,63
female,group E,bachelor's degree,standard,none,76,73,77
female,group B,high school,standard,completed,45,58,54
male,group B,some college,standard,none,82,88,82
female,group D,high school,standard,none,55,54,57
female,group E,some high school,standard,completed,79,81,78
male,group B,associate's degree,free/reduced,completed,69,61,72
female,group E,bachelor's degree,standard,none,76,76,81
male,group C,some high school,free/reduced,completed,60,63,60
male,group B,high school,standard,completed,86,87,84
female,group C,some high school,free/reduced,completed,50,62,64
male,group C,bachelor's degree,standard,none,50,53,47
female,group B,high school,free/reduced,none,52,54,60
male,group B,associate's degree,standard,completed,73,68,69
male,group B,some high school,standard,none,49,46,43
female,group B,high school,standard,none,45,65,58
male,group D,some high school,standard,completed,85,86,94
male,group D,high school,standard,completed,56,52,50
female,group A,associate's degree,free/reduced,completed,68,86,87
female,group C,high school,free/reduced,none,37,57,50
female,group C,high school,standard,none,82,86,81
male,group B,some high school,free/reduced,completed,76,68,65
male,group C,high school,free/reduced,none,54,64,53
female,group C,some high school,standard,completed,59,57,65
male,group D,associate's degree,standard,none,77,75,73
female,group D,associate's degree,standard,completed,78,90,95
female,group C,some college,free/reduced,completed,73,86,89
male,group B,master's degree,standard,completed,81,81,86
male,group D,bachelor's degree,standard,completed,67,56,59
female,group C,associate's degree,standard,none,58,73,71
female,group C,associate's degree,free/reduced,completed,59,76,76
male,group E,high school,standard,none,71,57,54
female,group C,some college,free/reduced,none,52,60,58
female,group D,some high school,standard,none,71,81,77
male,group C,some high school,standard,none,71,62,57
female,group D,associate's degree,standard,none,71,81,77
male,group C,bachelor's degree,free/reduced,none,69,76,75
male,group D,some high school,free/reduced,none,45,51,51
female,group C,bachelor's degree,standard,completed,94,97,100
female,group B,associate's degree,standard,none,62,76,76
female,group B,some college,standard,completed,85,100,100
female,group D,associate's degree,standard,none,36,48,44
male,group D,associate's degree,standard,none,87,82,85
female,group E,some high school,free/reduced,none,60,79,76
male,group C,some college,standard,none,62,68,61
male,group C,some college,standard,completed,58,53,57
male,group E,some college,standard,completed,89,89,88
male,group C,some college,free/reduced,none,54,56,47
male,group C,high school,free/reduced,completed,66,71,58
female,group D,high school,standard,none,84,95,94
male,group D,high school,standard,none,67,55,56
female,group B,high school,free/reduced,none,47,58,51
male,group A,associate's degree,standard,none,63,62,52
male,group D,associate's degree,free/reduced,completed,79,77,78
male,group B,bachelor's degree,standard,none,80,66,58
male,group C,some high school,free/reduced,none,27,38,34
female,group E,some high school,standard,none,74,85,83
male,group A,some high school,standard,none,77,68,60
male,group E,associate's degree,standard,none,68,61,60
female,group C,bachelor's degree,free/reduced,none,72,77,71
male,group C,associate's degree,standard,none,66,61,60
male,group E,some high school,standard,none,65,59,54
female,group C,some high school,standard,none,80,93,89
female,group A,some college,standard,none,40,44,42
female,group D,bachelor's degree,standard,none,53,66,70
male,group E,some high school,standard,completed,87,81,80
female,group C,some high school,free/reduced,none,57,76,72
male,group E,bachelor's degree,standard,none,79,69,63
female,group B,some high school,standard,none,50,55,54
female,group B,high school,standard,completed,75,80,85
male,group C,associate's degree,free/reduced,none,57,46,44
female,group A,some college,free/reduced,none,43,57,53
female,group C,associate's degree,standard,completed,73,78,83
male,group B,some college,standard,completed,70,73,76
female,group D,bachelor's degree,free/reduced,completed,66,81,81
female,group B,high school,standard,none,70,74,72
female,group C,bachelor's degree,standard,none,74,90,85
male,group C,some college,standard,none,82,85,81
male,group B,associate's degree,standard,completed,80,87,79
male,group A,master's degree,standard,completed,85,94,94
male,group A,high school,standard,none,69,69,67
male,group A,high school,free/reduced,none,52,53,53
male,group C,some college,standard,none,73,67,60
male,group D,bachelor's degree,standard,completed,63,59,63
male,group E,some college,free/reduced,none,61,64,58
female,group B,high school,free/reduced,completed,47,57,62
female,group C,high school,standard,completed,44,62,64
female,group A,bachelor's degree,standard,completed,68,75,76
female,group A,some high school,free/reduced,none,60,81,72
female,group D,bachelor's degree,free/reduced,none,52,59,56
female,group B,high school,standard,completed,58,70,66
female,group C,some college,standard,none,63,62,63
male,group B,associate's degree,free/reduced,completed,59,57,49
female,group D,high school,standard,completed,75,97,95
male,group D,high school,standard,completed,84,79,85
female,group C,high school,standard,completed,67,72,81
female,group D,some college,standard,completed,92,96,98
male,group D,high school,free/reduced,none,64,53,57
male,group D,bachelor's degree,standard,none,80,59,63
male,group C,associate's degree,free/reduced,none,62,63,62
female,group C,associate's degree,standard,none,58,64,65
female,group E,bachelor's degree,free/reduced,completed,69,70,76
female,group C,high school,standard,completed,68,74,78
female,group B,high school,standard,none,59,61,56
female,group E,some college,free/reduced,none,69,78,82
female,group C,bachelor's degree,standard,none,62,75,75
male,group D,some high school,standard,completed,76,75,78
male,group C,master's degree,standard,completed,67,57,56
female,group B,high school,standard,none,73,66,65
male,group C,associate's degree,free/reduced,none,74,78,62
female,group C,master's degree,standard,none,64,69,72
female,group D,some college,free/reduced,completed,55,70,78
male,group B,some high school,standard,none,69,68,63
male,group B,associate's degree,standard,none,76,77,76
male,group B,associate's degree,free/reduced,none,55,58,50
male,group D,some college,standard,completed,95,77,86
female,group D,some college,free/reduced,completed,37,55,59
male,group B,master's degree,free/reduced,none,60,54,49
male,group C,associate's degree,standard,none,53,55,52
female,group A,some high school,free/reduced,none,55,67,63
male,group B,associate's degree,standard,none,75,65,63
